# run_time logZ logZerr log10Z nlive prec eprv_jitter drift1_v0 planet1_k1 planet1_period planet1_ecc planet1_omega planet1_ma0
2.65708933e+02 -3.70116484e+02 3.43595005e-01 -1.60739547e+02 1.75000000e+02 1.00000000e-02 6.17921878e-01 -6.25813965e+00 1.71592340e+00 1.72238323e+02 2.72450876e-01 1.53975446e+00 4.60704957e+00
2.50802682e+02 -3.70134393e+02 3.36372720e-01 -1.60747324e+02 1.75000000e+02 1.00000000e-02 6.16677906e-01 -6.28186661e+00 1.73077729e+00 1.72185697e+02 2.70327696e-01 1.54931905e+00 4.60052255e+00
2.54733433e+02 -3.70099149e+02 3.36556240e-01 -1.60732018e+02 1.75000000e+02 1.00000000e-02 6.19350898e-01 -6.26996220e+00 1.71963768e+00 1.72006444e+02 2.69392636e-01 1.54193787e+00 4.60560191e+00
2.50945409e+02 -3.69973728e+02 3.39613017e-01 -1.60677549e+02 1.75000000e+02 1.00000000e-02 6.16624901e-01 -6.28428958e+00 1.72019302e+00 1.72068353e+02 2.66408638e-01 1.53617760e+00 4.60910017e+00
2.80734209e+02 -3.70500565e+02 3.37903977e-01 -1.60906351e+02 1.75000000e+02 1.00000000e-02 6.14012194e-01 -6.29421828e+00 1.70993358e+00 1.72205234e+02 2.72884820e-01 1.53692730e+00 4.60870400e+00
2.85989335e+02 -3.71702432e+02 3.35097792e-01 -1.61428315e+02 1.75000000e+02 1.00000000e-02 6.15505949e-01 -6.28822623e+00 1.70411829e+00 1.72235415e+02 2.75102004e-01 1.54364279e+00 4.60566514e+00
2.83973247e+02 -3.70511046e+02 3.35536705e-01 -1.60910903e+02 1.75000000e+02 1.00000000e-02 6.14425555e-01 -6.27234345e+00 1.72943958e+00 1.72202431e+02 2.69977014e-01 1.54601508e+00 4.60451349e+00
2.51501806e+02 -3.70408089e+02 3.36319035e-01 -1.60866189e+02 1.75000000e+02 1.00000000e-02 6.14441707e-01 -6.27588227e+00 1.71246084e+00 1.72274071e+02 2.71910979e-01 1.54808755e+00 4.60101675e+00
2.45631880e+02 -3.69616072e+02 3.32804758e-01 -1.60522221e+02 1.75000000e+02 1.00000000e-02 6.10534596e-01 -6.27471306e+00 1.69795294e+00 1.72155801e+02 2.70477701e-01 1.53032849e+00 4.61034911e+00
2.63646150e+02 -3.69902985e+02 3.37766799e-01 -1.60646825e+02 1.75000000e+02 1.00000000e-02 6.12160894e-01 -6.29700139e+00 1.71477187e+00 1.72213938e+02 2.71005049e-01 1.54516112e+00 4.60625429e+00
2.80832682e+02 -3.71252815e+02 3.36279678e-01 -1.61233049e+02 1.75000000e+02 1.00000000e-02 6.14594995e-01 -6.27921687e+00 1.69771877e+00 1.72242168e+02 2.72319486e-01 1.54545328e+00 4.60939027e+00
2.69707329e+02 -3.70071435e+02 3.33231019e-01 -1.60719982e+02 1.75000000e+02 1.00000000e-02 6.16047736e-01 -6.28368277e+00 1.71779676e+00 1.72279259e+02 2.68874679e-01 1.52527469e+00 4.62048946e+00
2.76230275e+02 -3.71033425e+02 3.39714947e-01 -1.61137769e+02 1.75000000e+02 1.00000000e-02 6.13463997e-01 -6.28105104e+00 1.71603108e+00 1.72142154e+02 2.67636202e-01 1.53059588e+00 4.61018808e+00
2.57027979e+02 -3.70397575e+02 3.31750477e-01 -1.60861623e+02 1.75000000e+02 1.00000000e-02 6.13118396e-01 -6.29287239e+00 1.70666891e+00 1.72248001e+02 2.71108456e-01 1.55205756e+00 4.60455087e+00
2.79187524e+02 -3.72062123e+02 3.18651711e-01 -1.61584527e+02 1.75000000e+02 1.00000000e-02 6.17540490e-01 -6.26938321e+00 1.69747004e+00 1.72157510e+02 2.71689917e-01 1.53830220e+00 4.60483415e+00
2.60437522e+02 -3.70425163e+02 3.35825262e-01 -1.60873604e+02 1.75000000e+02 1.00000000e-02 6.13090662e-01 -6.25976548e+00 1.71042776e+00 1.72185487e+02 2.68004981e-01 1.51327901e+00 4.62931311e+00
2.57388271e+02 -3.70308949e+02 3.33708257e-01 -1.60823133e+02 1.75000000e+02 1.00000000e-02 6.21564468e-01 -6.28400140e+00 1.72882021e+00 1.72113771e+02 2.68014427e-01 1.53022647e+00 4.60971072e+00
2.57629775e+02 -3.70411860e+02 3.37483263e-01 -1.60867827e+02 1.75000000e+02 1.00000000e-02 6.11253384e-01 -6.26263030e+00 1.71667057e+00 1.72198802e+02 2.70179535e-01 1.55056218e+00 4.60385561e+00
2.81531524e+02 -3.69977466e+02 3.36624730e-01 -1.60679172e+02 1.75000000e+02 1.00000000e-02 6.14123755e-01 -6.26656777e+00 1.70936357e+00 1.72267839e+02 2.70607039e-01 1.51282652e+00 4.62678958e+00
2.74157173e+02 -3.71220316e+02 3.25371974e-01 -1.61218935e+02 1.75000000e+02 1.00000000e-02 6.17365293e-01 -6.28946059e+00 1.71807932e+00 1.72164316e+02 2.71382263e-01 1.52743562e+00 4.61227700e+00
