# run_time logZ logZerr log10Z nlive prec eprv_jitter drift1_v0 planet1_k1 planet1_period planet1_ecc planet1_omega planet1_ma0
4.44528511e+02 -3.77613800e+02 4.11240084e-01 -1.63995590e+02 1.40000000e+02 1.00000000e-02 6.86320259e-01 -8.42550024e+00 1.36689948e+00 9.05470177e+01 3.48480897e-01 4.50149266e+00 2.61709422e+00
4.36963345e+02 -3.77022787e+02 4.06724381e-01 -1.63738916e+02 1.40000000e+02 1.00000000e-02 6.89004371e-01 -8.40934143e+00 1.36632295e+00 9.05307566e+01 3.48724553e-01 4.51080827e+00 2.61341138e+00
3.00782627e+02 -3.91101267e+02 3.47965432e-01 -1.69853122e+02 8.40000000e+01 1.00000000e-02 1.00314719e+00 5.99948024e+01 1.11188816e+02 4.53773439e+02 3.00485916e-01 2.78501941e+00 1.54130953e+00
1.47589011e+02 -3.80782696e+02 5.47935751e-01 -1.65371824e+02 8.40000000e+01 1.00000000e-02 6.84528221e-01 -8.39764963e+00 1.36331099e+00 9.05512891e+01 3.51446567e-01 4.52455774e+00 2.60549594e+00
2.89797955e+02 -3.76076145e+02 3.58719390e-01 -1.63327794e+02 1.75000000e+02 1.00000000e-02 6.84799968e-01 -8.42160456e+00 1.36559044e+00 9.05190556e+01 3.43558842e-01 4.50443008e+00 2.61791390e+00
3.00795544e+02 -3.76620784e+02 3.73375552e-01 -1.63564328e+02 1.75000000e+02 1.00000000e-02 6.86102929e-01 -8.40366277e+00 1.36767332e+00 9.05367026e+01 3.43552595e-01 4.50756720e+00 2.61640402e+00
3.56954690e+02 -3.75044202e+02 3.51701056e-01 -1.62879627e+02 1.75000000e+02 1.00000000e-02 6.81471526e-01 -8.39650434e+00 1.36705519e+00 9.04982918e+01 3.45875375e-01 4.52871184e+00 2.59384844e+00
4.42757274e+02 -3.74771284e+02 3.48577893e-01 -1.62761101e+02 1.75000000e+02 1.00000000e-02 6.88859077e-01 -8.42088618e+00 1.36835312e+00 9.05002659e+01 3.47775060e-01 4.50580326e+00 2.61324652e+00
3.41759851e+02 -3.77309333e+02 3.68107571e-01 -1.63863361e+02 1.75000000e+02 1.00000000e-02 6.80478192e-01 -8.40481988e+00 1.37285103e+00 9.05174008e+01 3.44853423e-01 4.48464659e+00 2.63392942e+00
2.76491374e+02 -3.76252855e+02 3.56822206e-01 -1.63404539e+02 1.75000000e+02 1.00000000e-02 6.88907779e-01 -8.42175192e+00 1.35881292e+00 9.05239549e+01 3.43563071e-01 4.52079961e+00 2.60135184e+00
3.19582316e+02 -3.78262096e+02 3.92977014e-01 -1.64277141e+02 1.75000000e+02 1.00000000e-02 6.85948126e-01 -8.41339545e+00 1.36420018e+00 9.05571901e+01 3.39340644e-01 4.48061688e+00 2.63533162e+00
2.97973806e+02 -3.77088267e+02 3.66979115e-01 -1.63767354e+02 1.75000000e+02 1.00000000e-02 6.88468828e-01 -8.41480965e+00 1.36811453e+00 9.05501079e+01 3.46621663e-01 4.51573537e+00 2.60749103e+00
2.60908373e+02 -3.75072067e+02 3.49921758e-01 -1.62891729e+02 1.75000000e+02 1.00000000e-02 6.86637678e-01 -8.40978547e+00 1.36956872e+00 9.05184121e+01 3.46720952e-01 4.51503651e+00 2.60546890e+00
3.02736579e+02 -3.77257751e+02 3.65963656e-01 -1.63840960e+02 1.75000000e+02 1.00000000e-02 6.86120496e-01 -8.41894026e+00 1.36089098e+00 9.05433824e+01 3.42650182e-01 4.50326996e+00 2.61736930e+00
2.80948301e+02 -3.75261127e+02 3.51245855e-01 -1.62973837e+02 1.75000000e+02 1.00000000e-02 6.84509160e-01 -8.39796416e+00 1.36816403e+00 9.05182999e+01 3.47993245e-01 4.52097401e+00 2.59901219e+00
3.02864285e+02 -3.77385447e+02 3.85934479e-01 -1.63896417e+02 1.75000000e+02 1.00000000e-02 6.87031715e-01 -8.40758752e+00 1.36579660e+00 9.05146448e+01 3.44236556e-01 4.50191273e+00 2.61782789e+00
3.12317846e+02 -3.77184686e+02 3.73877011e-01 -1.63809228e+02 1.75000000e+02 1.00000000e-02 6.87254638e-01 -8.42082186e+00 1.36797219e+00 9.05253140e+01 3.42165798e-01 4.50888490e+00 2.61186914e+00
2.89951870e+02 -3.77372184e+02 3.67710661e-01 -1.63890657e+02 1.75000000e+02 1.00000000e-02 6.83486266e-01 -8.41248160e+00 1.36149280e+00 9.05356892e+01 3.42169128e-01 4.48404184e+00 2.63471820e+00
2.85257664e+02 -3.76161656e+02 3.56873343e-01 -1.63364931e+02 1.75000000e+02 1.00000000e-02 6.86293386e-01 -8.40294548e+00 1.36937637e+00 9.05331447e+01 3.44109890e-01 4.50843682e+00 2.61580425e+00
