# run_time logZ logZerr log10Z nlive prec eprv_jitter drift1_v0 planet1_k1 planet1_period planet1_ecc planet1_omega planet1_ma0
6.73622779e+02 -3.92763717e+02 4.87035273e-01 -1.70575115e+02 1.75000000e+02 1.00000000e-02 1.18626949e+00 6.46850195e+00 2.07123196e+00 1.59718818e+01 1.45313936e-01 2.25001739e+00 2.94602471e+00
6.72796975e+02 -3.86980433e+02 3.93600828e-01 -1.68063467e+02 1.75000000e+02 1.00000000e-02 8.40453736e-01 6.45426186e+00 2.18523848e+00 1.59617807e+01 1.07194563e-01 1.64852481e+00 2.59253939e+00
1.30951670e+03 -3.88739887e+02 4.03601738e-01 -1.68827588e+02 1.75000000e+02 1.00000000e-02 9.00633555e-01 6.52553457e+00 2.12498934e+00 1.59604553e+01 1.19128007e-01 5.17296913e+00 3.76639729e+00
5.98973846e+02 -3.87006754e+02 4.97967335e-01 -1.68074898e+02 1.75000000e+02 1.00000000e-02 7.86303246e-01 6.52609864e+00 2.19614171e+00 1.59595044e+01 1.00736757e-01 1.07546186e+00 2.38298232e+00
7.80815491e+02 -3.88226116e+02 4.34124305e-01 -1.68604460e+02 1.75000000e+02 1.00000000e-02 8.78945192e-01 6.46573191e+00 2.16192427e+00 1.59603601e+01 1.27490774e-01 4.02544275e+00 3.24255620e+00
3.38527420e+02 -3.88661905e+02 4.02500696e-01 -1.68793721e+02 1.75000000e+02 1.00000000e-02 9.13508149e-01 6.55388003e+00 2.15384184e+00 1.59642057e+01 1.17651687e-01 1.39542029e+00 2.29059195e+00
4.03907972e+02 -3.88187550e+02 4.69997003e-01 -1.68587711e+02 1.75000000e+02 1.00000000e-02 8.87336190e-01 6.53840344e+00 2.15845224e+00 1.59600608e+01 1.13997299e-01 3.98811580e+00 3.83598088e+00
3.17554434e+02 -3.88891138e+02 4.05300000e-01 -1.68893275e+02 1.75000000e+02 1.00000000e-02 9.41079841e-01 6.46182931e+00 2.16376622e+00 1.59629238e+01 1.20028802e-01 4.63496442e+00 3.56697409e+00
3.73534078e+02 -3.86862000e+02 4.00731036e-01 -1.68012032e+02 1.75000000e+02 1.00000000e-02 7.93309027e-01 6.49398744e+00 2.21012446e+00 1.59581487e+01 1.08559277e-01 1.26893296e+00 2.30369885e+00
3.77565052e+02 -3.87116971e+02 3.96895823e-01 -1.68122764e+02 1.75000000e+02 1.00000000e-02 8.79497837e-01 6.47705403e+00 2.15380931e+00 1.59590634e+01 1.22239045e-01 3.28121949e+00 3.01379292e+00
4.86938951e+02 -3.90239664e+02 5.07819358e-01 -1.69478933e+02 1.75000000e+02 1.00000000e-02 9.73971226e-01 6.54838069e+00 2.13537966e+00 1.59669052e+01 1.30913428e-01 2.08934869e+00 2.44058053e+00
